sentiment,text
1,"Үміт сəбилер үйінде жаңа туғаннан бастап, төрт жасқа дейінгі 55 бала тұрады."
0,Олардың көпшілігінің денсаулығында кінарат бар.
1,"Жаңа жылдық тақпақ айтып, би билеген сəбилер үйіндегі 4 жасар бүлдіршіннің қылығына əкімдіктен келген қонақтар риза болды."
1,"Сыйлық тарату кезінде Бердібек Сапарбаев пысық бала деп арнайы шақырып, сыйлықты қолына ұстатты."
0,Əкімнің көзіне түскен төрт жасар Өркеннің сəбилер үйіне келгеніне көп болмаған.
1,Үйде өскен баланың басқалардан ерекшелігі байқалады.
0,"ІІМ Әкімшілік полиция комитетінің бөлім бастығы Нұрсейіт Әбішев Әкімшілік құқық бұзушылық туралы кодексіне енгізілген өзгерістерді түсіндірді, деп хабарлайды Baq.kz-ке сілтеме жасаған NUR.KZ."
0,Көрнекі фотоaltaynews.kz
1,"Айта кетейік, 28 желтоқсанда елбасы Қазақстанның әкімшілік құқық бұзушылық туралы кодексіне өзгерістер енгізу туралы заңына қол қойды."
1,"Заң ресми жарияланғаннан кейін, яғни 10 күннен соң күшіне енеді."
-1,Ал осы заң аясында жол ережесін бұзған жүргізушілер үшін қылмыс құрамының 22 түрі бойынша айыппұлдар санын азайту көзделген.
-1,Осы орайда Нұрсейіт Әбішев қандай құқық бұзушылықтар бойынша айыппұлдар төмендейтініне тоқталды.
0,"Қазіргі таңда мүгедектердің көлік қоятын орнына азамат өз көлігін қойса, оған 50 АЕК көлемінде яғни 120 мың теңге айыппұл салынады."
0,Аталған заң бойынша бұл жазаны 10 АЕК-ке яғни 22 мың теңгеге азайту көзделіп отыр.
0,"Сонымен қатар мысалы жылдамдықты асырған жағдайда айыппұл мөлшері қазіргі таңда 10 АЕК болса, оны 5 АЕК-ке азайту қарастырылған, - деді ол."
0,Сондай-ақ ол кейбір құқық бұзушылықтар бойынша жүргізушілер үшін жазаның жеңілдегенін атап өтті.
-1,"Ішкі істер органдарының қызметкерлері жүргізушілерді тоқтатып, оның заңды талабына бағынбаған көлік иелері бүгінде 1 жылға дейін көлік құралын басқару құқығынан айырылады."
0,"Ал аталған заң күшіне енсе, бұл жаза 6 айға дейін қысқарады."
0,Жолдың қарсы бетіне шығып кеткен жағдайда заң бойныша 1 жылға дейін мерзімде көлік иесі жүргізуші куәлігі мен көлікті басқару құқығынан айыру жазасы қолданылатын.
-1,"Ал енді жүргізуші осы әрекеті үшін 30 АЕК көрсеткіш көлеміндегі айыппұл төлейді, - деді Әкімшілік полиция комитетінің бөлім бастығы."
0,"Әбішевтің айтуынша, жүргізушілер 7 күннің ішінде айыппұлдарды төлесе, оларға 50 пайыз жеңілдік жасалады."
0,Инвестициялар және даму министрлігі 2018 жылы бірқатар бағыттар бойынша теміржол билеттерінің бағасын жоспарлы түрде көтеретнін мәлімдеді деп хабарлайды NUR.KZ.
0,Иллюстрациялық фото terskyrayon.gov-murman.ruzd
0,"Министрлік хабарлағандай, бұл өзгеріс тасымалдаушылардың шығындарының артуымен байланысты және бағыттарды сақтап қалу мақсатында жасалып отыр."
0,"Осылайша, 38 бағыт бойынша билет бағасы 7-ға, 3 бағыт бойынша 3-ға өседі."
0,Ал 16 бағыттың билет құнында өзгеріс болмайды.
0,Қала маңына жүретін пойыздардың тариф өсімі 37-ды құрайды.
0,Бұл қала маңындағы пойыздарда жолаушыларды тасымалдаудағы базалық ставкалардың ұлғаюына байланысты.
0,"Мысалы, қала маңындағы пойыздардың бұрынғы базалық бағасы 100 шақырымына 324 теңгені құрады."
0,Ал автокөлік жолдарында 3-4 есе жоғары болды.
0,"Қала маңындағы тасымал шығынын қысқарту мақсатында базалық ставка 30 —ға артып, бағасы 100 шақырымға 464 теңге болады, — деп жазылған хабарламада."
0,Министрліктегілердің сөзінше алдағы түзетулер әлеуметтік маңызы бар бағыттардағы жолаушылар тасымалы тиімділігін арттыруға мүмкіндік береді.
0,Жаңажылдық эфир қызыққа толы жобалармен толықтырылмақ.
0,31 желтоқсан сағат 22.30-да танымал шоу-бизнес жұлдыздарының қатысуымен жаңа жылдық сиқырға толы Сыңғырлаған сиқырлар мерекелік шоу-бағдарламасы эфирге жол тартады.
0,Ұлттық арнада Жаңа жыл
0,"Аталмыш жобаға Кәмшат Жолдыбаева, Айгүл Иманбаева, Бүркіт, Әли Оқапов, Айқын Төлепбергенов, Кеш You, Қанат Үмбетов, Әлия Әбікен, Төреғали Төреәлі, Олжас Абай, Р және Qazaqstan арнасының танымал жүргізушілері Жансерік Бейсеев, Айсұлу Рыспанова, Ирина Тен, Баян Бақкелдіқызы, Нартай Аралбайұлы қатысады."
0,"Сол күні, сағат 14.10-да кезінде қазақ телевизиясының ең танымал ойын-сауық бағдарламасы болған Тамаша әзіл театрының 90-шы жылдары түсірілген үздік топтамаларының арнайы шығарылымы көрсетіледі."
0,Ал сағат 1900-де басталатын Әзіл әлемі ойын-сауық бағдарламасы көрермендерге көтеріңкі көңіл-күй сыйламақ.
0,"Сондай-ақ, 31 желтоқсан күні, сағат 17.55-те еліміздің танымал вайнерлері, видеоблогерлері мен қоғам қайраткерлерінің қатысуымен өтетін арнайы ХА-ХА шоу Жаңа Жыл 2018 жобасы көрерменге жол тартады."
0,"Сондай-ақ, сенбі күні, 30 желтоқсанда, сағат 20.00-де, бірнеше ай бойы көрермендерге кәсіпкерліктің қыр-сырын ашып, бизнестің оңтайлы жолын көрсеткен Үміткер реалити-шоуының ақтық шығарылымы өтеді."
0,5 миллион теңге көлеміндегі сый кімге бұйыратынына Ұлттық арна көрермендері куә болады.
0,"Ал, ең кішкентай телекөрермендеріміз әйгілі Walt Disney кинокомпаниясының қазақ тілінде дубляждалған Мұзды өлке және Рапунцель мультфильмдерін тамашалай алады."
0,"Бізбен бөлісер қызықты әрі маңызды жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз 7 747 535 12 98 "
1,"Адамды сөзіне емес, ісіне қарап бағала дейді."
0,Алайда халық алдында жүрген тұлғалардың сөзі де көп сыналады.
-1,"Кейде олардың ойланбай айтқан пікірлері абыройын түсіріп қана қоймай, елдің жүйкесіне тиіп кетеді."
0,Халық дауысы жобасында Ең резонансты пікірлер бойынша да рейтинг жасалды.
0,Оқырмандар назарына танымал тұлғалардың ең көп даулы пікір тудырған 10 мәлімдесі ұсынылды.
0,Олардың ішінде үшеуі азаматтарды регистрациялауға қатысты болды.
0,Біздің жүйеде бұл пікірлер 2000-ға жуық теріс дауыс жинаған.
0,Сонымен Ең резонансты пікірлер номинациясының жеңімпазы Халықаралық бағдарламалар орталығы АҚ-ның президенті Жанболат Мелдешов болды.
0,Ол өзінің қойлар туралы оқиғасымен 1000-нан астам дауыс жинаған
0,"Жоғары оқу орындары ақша төлесе қойларды да қабылдай береді... Содан кейін ол қойларды бір теуіп шығарады... соның кесірінен бағдарлама бұзылады, елдің абсшылығы да алаңдайды... "
0,Желі қолданушылары сондай-ақ Жыл әрекеті аталымына ұсынылған нұсқаларға да таңдау жасады.
0,Жеңімпаз – Қазақстан Республикасының бұрынғы бас прокуроры Жақып Асанов.
0,"Ол өз-өзін өртеп жіберген әйелдің не себепті ондай қадамға барғанын анықтайтынын айтып, оның баласына шығарылған шешіммен келіспеген еді."
0,1200-ден астам оқырман Асановты жақтап шықты.
0,Ал екінші кандидат – жарты жылда қазақ тілін үйреніп алуды уәде еткен ұлттық экономика министрі Тимур Сүлейменов болды.
0,"Мәскеуде бес жыл оқып, өзінің ана тілін ұмытып қалған шенеунік бар болғаны 285 дауыс жинады."
0,"Айтпақшы, министр тамыз айында журналистердің тексеруінен өтіп,мәселе туралы пікірін қазақ тілінде білдірді."
1,Сонымен қатар қазақстандықтар 10 ұсынылым ішінен Жыл жобасын да таңдады.
0,Ең көп қолдау тапқаны – ел басшысының Үкімет пен Парламент өкілеттігін қайта бөлуі болды.
0,Халық бқл өзгеріс басшылық жауапкершілігінің артуына сеп болады деп сенеді.
0,Рейтингтің екінші және үшінші орындарына жайғасқан - ЭКСПО-2017 көрмесі мен Алматыдағы қысқы универсиада.
1,"NUR.KZ интернет-порталы желі қолданушыларын елде болып жатқан оқиғаларға бей-жай қарамай, дауыс беруге белсенді қатысқаны үшін алғыс білдіреді."
0,Шығыс Қазақстанда кеншілер жалақыны көтеруді талап етті.
0,"Кен өндіруші компания ереуілге қатысты ақпаратты жоққа шығарып, кеншілермен келіссөз жүріп жатқанын мәлімдеді."
0,Бұл туралы NUR.KZ порталы Sputnik Қазақстанға сілтеме жасап хабарлайды.
0,ШҚО-да кеншілер жалақыны көтеруді талап етуде.
0,Көрнекі фото politikus.ru
0,"KazMinerals мыс өндіруші компания еңбекақыны көтеріп, жұмыс графигін өзгерту мәселесі бойынша кеншілермен келіссөз жүргізіп жатқанын мәлімдеді."
0,Ал жұмысшылардың ереуілі туралы ақпаратты жоққа шығарылуда.
0,Жаңа жыл қарсаңында көпшілігін жалақы мәселесі алаңдатқаны рас.
0,Жұмыс ұжымында бұл мәселе конструктивті диалог түрінде талқыланды.
0,"Жұмыс жиналыстары Востокцветмет ЖШС кәсіпорындарында, Артемьев шахтасында өткен... Ереуіл немесе жұмысқа шықпау сияқты мәліметтер шындыққа жанаспайды."
0,"Кәсіпорын штаттық режимде жұмыс істеп жатыр, — деп хабарлады Ұжымдық байланыстар департаментінің өкілі Мақсұт Жапабаев."
0,Аталмыш компанияда барлық жұмысшының жалақысы көтерілетін болды.
0,"2018 жылдың 1 қаңтарынан бастап Қазақстандағы KAZMinerals дивизиялық топтарында жалақының тарифтік бөлігінің көлемі арттырылады, — деді Жапабаев."
0,Артемьев шахтасының жұмыс графигі 1 ақпаннан екі ауысымға ғана бөлінетін болады.
0,Келесі жиналыс Жаңа жыл мерекесінен кейін өтеді.
0,"Бізбен бөлісер қызықты әрі маңызды жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз 7 747 535 12 98 "
1,Жеті жасар Лос-Анджелес тұрғындары Лиа Роуз бен Ава Мари - әлемдегі ең әдемі егіз қыздар.
1,"Олар ерекше тартымдылығының арқасында модельдік бизнесті бастап, жұртты таңғалдырып жүр."
0,Бұл туралы life.ru сайтына сілтеме жасаған NUR.KZ хабарлайды.
0,Лиа Роуз бен Ава Мари.
0,Фото life.ru
1,Біржұмыртқалы егіздердің анасы осы жылдың шілде айында қыздарына арнап Instagrаm желісінен парақша ашады.
1,Соның арқасында олардың өмірі түбегейлі өзгереді деп ойламаған екен.
1,Алайда балақайлардың талдырмаш сұлулығын бірден байқаған сән саласының мамандары жақсы ұсыныстар жасай бастапты.
0,Лиа Роуз бен Ава Мари.
0,Фото life.ru
1,Бұл жылы қыздарым қатты өзгерді.
1,Тіпті олардың мінездері де қазір басқаша.
1,"Үнемі өздеріне қарап, адамдардың назарында жүргісі келеді."
1,Мен нумерологияға сенемін.
1,Себебі жеті саны олар үшін көп сәттілік алып келді.
1,"Мәселен егіздерімнің 7.07.2017 күні жеті жасқа толғаны да жай сәйкестік емес деп ойлаймын, - дейді анасы Джеки."
0,Лиа Роуз бен Ава Мари.
0,Фото life.ru
1,Сұлу егіздерді бүгінде Instagrаm жұлдызы деуге болады.
0,Оларға 140 мыңнан астам адам жазылған.
1,"Күні кеше ғана көпшілікке машинист көмекшісі ретінде танылған Геннадий Шиповских, бүгінде ең жас мәжіліс депутаты атанып, қоғамда орын алып жатқан түрлі мәселелерге қатысты тың пікір айтып жүрген халық қалаулысына айналған."
0,"Биыл күзде ғана Мөлдір есімді бойжеткенмен отау құрған жас саясаткер, бастысы ата-анамның үмітін ақтап, келер ұрпақтарының өзі көрген қиындықтарды көрмесе екен дейді деп хабарлайды NUR.KZ тілшісі."
0,Фото Tengrinews.kz
0,- Сізді көпшілікке машинисттің көмекшісі ретінде біледі.
1,Ал бүгінде мәжіліс депутаты атанып отырсыз.
0,"Негізі, өміріңіз осылай күтпеген жерден өзгереді деп ойлаған ба едіңіз?"
0,Әр адамның пешенесіне Алла Тағала жазған тағдыры болады ғой.
0,Сол сияқты менің де басымнан түрлі қиындықтар өтті.
1,"Бірақ құдайға шүкір, ата-анам қайтыс болғаннан кейін, мен көңілі кең, жүрегі таза Мұрат Насыров пен Баян Бимағамбетова сияқты жандарды, өте үлгілі отбасыны кездестірдім."
1,"Менің өмірімдегі барлық жағымды жаңалықтардың, тағдырымның осылай күрт өзгеруінің астарында осы ізгі жандардың тәлім-тәрбиесі мен ақ батасы, тілегі тұр деп білемін."
1,"Осы кісілердің берген тәрбиесінің арқасында, адам болдым десем артық айтпаспын."
1,"- Сізді, Қазақстан халқы, ең алдымен, ана тілімізді ерекше құрмет көрсете білген, үлгі болар азамат ретінде таниды."
1,"Осы орайда, қазіргі таңда, қазақ тілі мәселесі сізді қаншалықты толғандырады?"
1,"Иә, тіл мәселесі қашан да өзекті болып қала бермек."
0,"Десе де, біз Кеңес одағы дәуірі тұсында дүниеге келіп, сол заманды көрген аға буын өкілдеріне сын айтпауымыз керек."
0,"Себебі, ол заманда талап, заң сондай болды, бар халық орыс тілін білуге міндетті еді."
0,"Қазір, әрине, егеменді ел атандық, заман талабы өзгерді."
0,Жастар үш тілді де меңгеруі тиіс деген талап қойылуда.
1,"Бірақ, бәрінен бұрын, ана тілі, яғни, қазақ тіліне басымдық берілуі керек."
1,"Бұрынғымен салыстырғанда, даму, алға қарай қадам басу бар."
1,"Тіпті, билік басында отырған қаншама шенді-шекпенді ағаларымыз ана тілін үйренуге тырысып жатыр."
1,"Әрине, толығымен меңгермесе де, бастысы ынта-жігер, соған деген бетбұрыс бар."
1,"Қаны, жаны қазақ адам ананың ақ сүтімен дарыған өз тілін ешқашан жетімсіретпейді деп ойлаймын."
1,"- Мәжіліс депутаттарының арасында, ең жас халық қалаулысы – өзіңізсіз."
0,Осындай жауапкершілігі мол қызметті сіздей жас азаматқа алып жүру қиынға соқпай ма?
0,Біліктілігіңіз бен тәжірибеңізді депутаттық қызметте қалай ұштастырасыз?
0,"Ең алғашқы уақытта парламентке келген сәтте, әрине, қиынға соққаны анық."
0,Десе де әріптестерімнің арқасында бұл белестен де өттік.
1,"Сондықтан, осы қызметте ақылымен, бай тәжірибесімен бөліскен аға әріптестеріме көптен көп алғысымды айтқым келеді."
0,"- Сұхбатыңыздың басында ата-анаңыз туралы айтып кеттіңіз, аға-әпкелеріңізбен де араласып тұрасыз ғой?"
0,Өміріңізде ерекше орын алатын осы жандардан қандай асыл қасиеттерді үйрендіңіз?
1,Бұл кісілерге мен өмір бақи қарыздармын.
1,"Екеуі де өте қарапайым жандар, өзіңіз ойлап көріңізші, өзінің бес баласы бола тұра, тағы бір баланы асырап алу – жүрек пен көңілдің кеңдігінің белгісі емес пе?"
1,"2005 жылы мені асырап алған сәтте, ол кісілер бұл бала депутат болып, біздің мәртебемізді асқақтатады деп ойлаған жоқ қой."
1,Олардың бар арманы – мені адам қатарына қосу еді.
1,"Қазақта жетімді ұрмайды, себебі, оны Алланың өзі ұрған деген сөз бар."
1,"Әуелі Алла, сосын осы жандардың арқасында мен осы дәрежеге жетіп отырмын."
1,"Аға-әпкем, іні-қарындастарыммен өте жылы қарым-қатынастамыз, олар мені туған емессің деп ешқашан бөліп-жарған емес."
1,"Біздің басты күшіміз де сол шығар – бірлігіміз мықты, бір-бірімізден мейірім, махаббатымызды аямаймыз."
1,"- Биылғы жыл сіз үшін ерекше жыл болды, отбасын құрып, Мөлдір есімді бойжеткенді өмірлік серік еттіңіз."
0,Отбасылық өміріңіз жайлы айта кетсеңіз?
0,Жұбайыңызбен қалай таныстыңыздар?
1,"Біздің таныстығымыз да қызық болды, бірде қарындасымның құрбысын үйіне жеткізіп салуым керек болды."
1,"Қарындасым екеуміз, жаңағы құрбысын үйіне апарып салғанымызда, сол жақтан жұбайым, яғни, Мөлдірді көріп қалдым."
1,"Сөйтсек, Мөлдір қарындасымның құрбысының әпкесі болып шықты."
1,Біз бір-бірімізді бір көргеннен-ақ ұнатқан шығармыз.
1,"Сосын сөйлесіп, қыз бен жігіт ретінде бір жылдай жүріп, отбасын құру туралы шешімге келдік."
1,"Негізі мен қыздың сыртқы сұлулығынан бұрын оның ішкі жан дүниесін, яғни, жүрегінің тазалығы мен көңілінің кеңдігіне көп мән беретін жандардың қатарынанмын."
1,Сол қасиеттерді мен Мөлдірдің бойынан таба алдым.
1,"Осы орайда, қоғам қайраткері Дінмұхамед Қонаевтың сөзі есіме келіп отыр."
1,"Жаман келіннің екі пышағы болады, бірімен нан тураса, екіншісімен тілімен әңгімені турайды деген."
1,"Ал жақсы келіннің үш қасиеті болады, біріншісі ол – бетіндегі жылы күлкісі."
1,"Екіншісі, үйге қонақ келе қалған жағдайда, қолында қамыр жаятын оқтауы болады деген."
1,"Үшінші қасиеті, жолдасымен сөзге келіп қалған кезде, сөзінде тоқтатуы болады деген екен."
1,"Егер осы қасиеттер қазақ қыздарының бойынан табыла білсе, ұрпағымыз тәрбиелі, болашағымыз жарқын болады деген ойдамын."
1,"- Қазір, қазақ қыздарына қатысты көптеген сын айтылып жатады."
-1,"Мәселен, ішімдікке әуес, өзге елдің азаматымен тұрмыс құрады, салт-дәстүр, әдет-ғұрыптан теріс айналып барады, тоқал болу т.т."
1,"Сіздің ойыңызша, қыздардың бұлай өзгеруіне не себеп?"
-1,"Иә, күні кеше ғана мейрамханада 50 мың теңге үшін, жалаңаш шешінген қарагөз қарындасымыз туралы естіген едім."
-1,"Бұл жағдай, бүкіл қазақ қоғамын жерге қаратты."
0,Кешегі Айжан Байзақованың мәселесі тағы бар.
0,"Мұның бәрі отбасындағы тәрбиеге байланысты, анасы қандай болса, қызы да сондай болады."
0,"Тәрбие мен тәртіп бар жерде, мұндай жағдай орын алмасы анық."
0,"Атышулы Байзақова өзінің көзін жойғысы келгендерге жауап беріп, енді қарап қалмайтынын айтты "
0,"Ашық-шашық образымен танымал атышулы Айжан Байзақова кеше әкімшілік тәртіп бұзғаны үшін қамалатын арнайы мекмеден босап шығып, өзін қолдағандарға алғысын жаудырды."
0,Сонымен бірге 22 жастағы бойжеткен өзін бұлай қорлағандардың әкесін танытуға уәде берді деп хабарлайды NUR.KZ.
0,Фото желідегі ашық дереккөздерден алынды
-1,"Үш күн қамауда отырып, босап шыққан Айжан жаңадан Instagram желісінен жаңа парақша ашты."
0,Оның бұрынғы парақшасы желі қолданушыларының үздіксіз шағым түсіруі салдарынан жабылып қалған еді.
1,Маған қолдау көрсеткендердің барлығына рахмет!
1,"Ал менен құтылғысы келетіндерге айтарым Мен мұны жайдан-жай қалдырмаймын, - деп жазды ол."
1,"Бойжеткеннің айтуынша, 700 мың оқырманы бар бұрынғы парақшасы оның жалғыз табыс көзі болған."
0,"Желі қолданушылардың пікірі тағы да екіге жарылып, оны даттаушылар мен жақтаушылар өзара дауласып кетті."
-1,"Еске салсақ, атышулы Айжан Байзақова жуырда желідегі парақшасына видео жариялап, онда алматылық барлардың бірінше 50 мың теңге үшін тыр жалаңаш шешінген қазақ қыздары бейнеленген еді."
-1,Қыздарды ақша үшін шешіндіретін байқауды Байзақованың өзі ұйымдастырған.
-1,Алматыдағы полиция қызметкерлері жеңгетайлықпен айналысқан стриптиз-клуб қожайыны мен оның үш әкімшісін құрықтады деп хабарлайды NUR.KZ.
-1,Алматыда өз қызметкерлерін саудалаған стриптиз-клубтың қожайыны ұсталды фото
-1,"Мекеме қожайының мен оның үш әкімшісі алдын ала келісім бойынша, қылмыс жасау арқылы табысқа кенелу мақсатында жеңіл жүрісті қыздарды клуб қонақтарына саудалаған, - деп мәлімдеді Ұйымдасқан қылмыспен күрес жөніндегі басқарма басшысы Берік Әбілбеков."
0,"Полиция қызметкерінің айтуынша, олар әрбір іс-қимылын жоспарлап, егжей-тегжейлі талқылап отырған."
-1,Алматыда өз қызметкерлерін саудалаған стриптиз-клубтың қожайыны ұсталды фото
0,"Мәселен, бір клуб қызметкерімен өткізген түні үшін олар 300 доллар сұраған."
0,"Егер клиентке қызбен қоса түнейтін орын қажет болса, онда төлем құны арта түскен, - деді Әбілбеков."
0,"Подполковниктің айтуынша, олар өткен түнде ұсталған."
-1,Алматыда өз қызметкерлерін саудалаған стриптиз-клубтың қожайыны ұсталды фото
-1,Күдіктілер ұсталды.
-1,"Біз барған кезде клубта 22 бойжеткен болған, олардың үшеуі Ресей Федерациясының азаматтары, ал екеуі Өзбекстан азаматы, - деді Берік Әбілбеков."
-1,Алматыда өз қызметкерлерін саудалаған стриптиз-клубтың қожайыны ұсталды фото
-1,"Ұсталғандар әрекетін тергеу Қылмыстық кодекстің 309-бабы, 2-бөлімі бойынша жеңгетайлық деп бағалаған."
-1,Қазіргі таңда сотқа дейінгі тергеу жұмыстары жүргізілуде.
-1,Алматыда өз қызметкерлерін саудалаған стриптиз-клубтың қожайыны ұсталды фото
1,"Көпшілікті уытты жырлары арқылы жаулап алған белгілі ақын Айнұр Тұрсынбаева, бүгінде әлеуметтік желілерде өзінің белсенділігімен танымал."
1,"Ақын, әсіресе, соңғы кездері психология іліміне терең бойлап, қыз-келіншектерге арналған кеңес берумен көзге түсіп жүр."
1,"NUR.KZ тілшісі белгілі айтыскер ақынмен тілдесіп, қоғамдағы кей мәселелерге қатысты тың пікірін біліп қайтты."
0,Фото Instagram
0,"- Айнұр ханым, әлеуметтік желілердегі жазбаларыңызда біраз сайттарды сынға алып жатасыз."
0,Оның ішінде біздің портал да бар.
0,Себебі неде?
-1,"Мәселе сайт немесе журналисте емес, мен жалпы, біреудің жеке өміріне араласқанды көп ұната бермеймін."
1,Әркімге өз өмірімен өмір сүруге мүмкіндік беру керек деп ойлаймын.
-1,"Біреудің көрпесінің ішіне кіріп, киім-кешегін аралап кету дұрыс емес деп есептеймін."
1,- Айтыстың дүлдүлі ретінде қазіргі айтысқа қандай баға бересіз?
0,Бүгінгі айтыс көңіліңізден шығып жүр ме?
1,Айтыс қазір өте жақсы деңгейде.
1,"Себебі, талантты, дарынды жастар өте көп."
1,Әркім әрқалай айтады.
1,"Бірақ бір айтарым қазақ бар жерде - айтыс бар, айтыс бар жерде – қазақ бар, сондықтан ол алдағы уақытта да дами береді деп ойлаймын."
1,"- Десе де, көпшілік тарапынан айтыс Нұр Отан партиясы қанатының астына кіргелі бері біршама өзгерді деген пікірді жиі естіп жатамыз."
0,Осы жөнінде сіздің пікіріңіз қандай?
0,Олай деп ойламаймын.
1,"Өйткені, айтыс өмір бақи Нұр Отанның қанатында болды."
0,Ащы шындық айтылмай қалған кез болған жоқ.
0,"Қай облыс, қай өңірге барайық, біз сол аймақтың өзекті мәселелерін үнемі көтеріп келдік."
0,"Нұр Отан, Ақорда қарай ма, оған қарамаймыз, шындық барлық жерде айтылады."
0,Фото Instagram
0,"- Бірақ, Айбек Қалиев, Ринат Зайытовтар сияқты шындықты дөп басып айта бермейсіз... "
0,Енді ол әркімнің көрер көзі мен еститін құлағына байланысты деп ойлаймын.
0,"Шындап іздеген адам, менің де айтысымнан ащы шындықты табады."
0,- Айтыста талай мәрте туған жеріңіз – Ақсуаттың мүшкіл күйін айттыңыз.
0,"Ақиқат айтылғаннан кейін, ауылыңызда не өзгерді?"
0,Айтыс арқылы туған жеріңіздің әлеуметтік жағдайының жақсаруына себепкер бола алдыңыз ба?
0,"Ақсуат пен Аягөзге жол түскен сайын, жолдарын көріп жүрегім ауыратын."
0,"Қазір естуімше, аймақта жол салынып жатқан көрінеді."
0,Бұл да бір жақсылықтың нышаны деп есептеймін.
0,"- Осы орайда, туған ауылыңыз, жалпы шығыс жұрты сізге тиісті деңгейде құрмет көрсетіп келеді ме?"
0,"Мәселен, ауданның құрметті азаматы деген сияқты марапаттар еншіңізде бар ма?"
0,"Мен ешқашан ауданның әкіміне немесе өңірдің басшыларына кіріп, ешкімнен атақ-абырой сұраған емеспін."
0,"Шынымды айтсам, ондай атақ-абыройдың маған керегі де жоқ деп ойлаймын."
0,- Шығысқа деген өкпем жоқ дейсіз ғой...
0,Шығыс халқына деген ешқандай өкпем жоқ.
0,"Қашан барсам да, барлығы аяғынан тік тұрып қарсы алады."
1,"Астыма ат мінгізіп, үстіме шапанын жауып, мен десе жаны қалмай құрмет көрсетіп жатады."
1,"Тіпті, ешқандай құрмет көрсетпесе де, туған жердің аты – туған жер."
1,Олардан ештеңені дәметпеймін де.
1,"Керісінше, мен оларға қадір тұтып, қолымнан келгенше көмек көрсетуім керек деп ойлаймын."
0,- Соңғы рет ауылыңызда қашан болдыңыз?
1,Осыдан бір жыл бұрын болдым.
0,"Сонда туысқанымыз қайтыс болып, сол кісінің асына барған едік."
1,"Әлемнің қай түкпірінде жүрсім де, энергетикалық жағынан болсын немесе басқа жағынан болса да Ақсуат мені өзіне қатты тартады."
1,"Өйткені, ол менің кіндік қаным тамған жерім."
1,"Ол жермен мен қайда болсам да, тығыз байланыстамын деген ойдамын."
0,- Осы күнге дейін туған ауылыңызға қандай да бір көмек көрсеткен жағдайлар болды ма?
1,"Мен мынадай жасадым деп айтып, мақтанғым келмейді."
1,"Бірақ, менің атымдағы мектептер мен сыныптар ашылғанда немесе ауылға тегін концерттер беруге келгенде, мейлінше, қолымнан келгенше көмектесуге тырысамын."
1,- Елдің саяси өмірінен де тысқары қалып жатасыз.
0,Себебі неде?
0,Саясатқа мүлдем араласқым келмейді.
0,"Өйткені, саясаттың басында отырған арнайы өзінің адамдары бар."
0,"Менің салам – айтыс, қыз-келіншектерге бағыт-бағдар беру, білгеніммен бөлісу деп ойлаймын."
0,Мен тек қана айтыскер ақынмын.
0,- Қазір әріптесіңіз Төреғалиға қатысты мәселе көпшіліктің қызу талқысында жүр.
0,Бұл оқиғаға қатысты сіздің айтарыңыз бар ма?
0,Ол туралы ештеңе айтпай-ақ қояйын.
0,"Өйткені, біреудің өміріне, тірлігіне араласқанды ұнатпаймын."
0,"Оның жанында, сол жерде болған жоқпын, сондықтан сырт көз сыншы дейді ғой, білмейтін нәрсеге пікір айтқым келмейді."
0,- Қазақ қоғамында неге қарныңыз ашады?
0,Білімсіздікке қарным ашады.
0,"Өйткені қазір кітап, газет оқудан қалдық."
0,"Жасыратын түгі жоқ, ол нәрсені өзіміз де басымыздан өткізіп жатырмыз."
0,"Қазір телефонға үңіліп, инстаграмды аңдыған заман болды ғой."
0,"Жастар рухани азғындыққа, жұтаңдыққа ұшырап жатқан сияқты."
0,Соған қарным ашады.
0,- Одан арылу үшін не істеуіміз керек?
0,"Оны мен немесе Елбасы өзгерте алмайды, онымен бүкіл қоғам болып күресуіміз керек деп ойлаймын."
0,"Әр отбасы өзінің өсіріп отырған ұл-қызын, рухани тұрғыда қаншалықты байып отырғанын қадағалауы тиіс."
0,"- Шетелге, Қазақстанның түкпір-түкпіріне жиі қатынап тұрасыз."
0,"Өзіңізге, отбасыңызға уақытты қалай табасыз?"
0,"Иә, мойындаймын, көбінесе уақыт тапшы болып жатады."
0,"- Айнұр Тұрсынбаеваның мінезінде көпшілік біле бермейтін, қандай артықшылықтар мен кемшіліктер бар?"
0,Ел білмейтін жақсы-жаман қасиеттерімді жасырып қалған кезім болған жоқ.
0,"Көп жағдайда кемшіліктерімді немесе жақсы жақтарымды бұл менің құпиям деп көрмеппін, керісінше, елмен бөлісуге тырысып тұрамын."
1,"Тіпті, қарапайым, бет-шаш күтімі сынды дүниелер болсын, бәрімен бөліскім, бәріне айтқым келіп тұрады."
1,- Сізге қатысты кей жағдайларда сын айтылып жатады.
0,Жалпы сынды қалай қабылдайсыз?
1,Мүлде мән бермеймін.
1,"Кезінде болды иә, жасырмаймын."
1,"Сынды көңіліме жақын қабылдаған сайын, оның көбейгенін де байқадым."
1,"Сол кезде жалпы сынды қабылдаудан бас тарттым, мүлде мән бермеуді қолға алдым, оның жақсы жағын көруге тырыстым."
